dog_id	vendor_name	category_name	date_expense	amount_expense
106	Dr Arnold	Grooming supplies	2024-10-21	110.37
106	Dr Hudson	Grooming supplies	2024-08-27	213.46
106	Dr Hudson	Grooming supplies	2024-11-19	3.85
106	Dr Jones	Grooming supplies	2024-08-18	181.28
106	Dr Rozenman	Grooming supplies	2024-10-25	207.65
106	Dr Smith	Grooming supplies	2024-11-09	273.57
106	Dr Towers	Grooming supplies	2024-12-16	219.83
106	Pet Group Inc	Grooming supplies	2024-09-20	23.41
106	Pet Kingdom	Grooming supplies	2024-10-21	8.51
106	TagWorks	Grooming supplies	2024-12-23	12.43
110	Petco	Grooming supplies	2024-08-04	43.33
112	Dr Towers	Grooming supplies	2024-08-07	202.94
113	Decker's Dog and Cat	Grooming supplies	2024-09-16	5.87
113	Dr Rozenman	Grooming supplies	2024-08-14	62.00
113	TagWorks	Grooming supplies	2024-09-16	1.33
115	Dr Arnold	Grooming supplies	2024-08-22	0.33
115	Dr Smith	Grooming supplies	2024-08-22	271.97
116	Unleashed by Petco	Grooming supplies	2024-09-06	55.24
121	Arrieros Pet Shop	Grooming supplies	2024-08-27	1.94
122	Arrieros Pet Shop	Grooming supplies	2024-08-26	10.71
122	Dr Hudson	Grooming supplies	2024-09-05	158.72
122	Pet Group Inc	Grooming supplies	2024-09-05	32.54
124	Dr Rozenman	Grooming supplies	2024-10-02	25.45
124	Dr Smith	Grooming supplies	2024-10-21	84.16
124	Pet Kingdom	Grooming supplies	2024-10-04	23.35
126	Arrieros Pet Shop	Grooming supplies	2024-11-30	47.93
126	Canine Learning Centers	Grooming supplies	2024-09-23	14.85
126	Dr Arnold	Grooming supplies	2024-11-12	199.74
126	Dr Rozenman	Grooming supplies	2024-10-27	95.33
126	Dr Towers	Grooming supplies	2024-10-02	275.65
126	Dr Wilson	Grooming supplies	2024-11-25	270.86
126	Kahoots Pet	Grooming supplies	2024-09-10	70.33
126	Pet Kingdom	Grooming supplies	2024-10-07	33.14
126	Unleashed by Petco	Grooming supplies	2024-11-26	5.31
130	Dr Brown	Grooming supplies	2024-10-15	203.96
131	Dr Wilson	Grooming supplies	2024-10-05	142.07
132	Dr Wilson	Grooming supplies	2024-10-24	70.07
132	Pet Kingdom	Grooming supplies	2024-11-13	16.44
134	Pet Group Inc	Grooming supplies	2024-10-10	29.78
139	Decker's Dog and Cat	Grooming supplies	2024-10-28	41.19
139	TagWorks	Grooming supplies	2024-10-28	36.19
140	Canine Learning Centers	Grooming supplies	2024-11-01	9.43
140	Decker's Dog and Cat	Grooming supplies	2024-12-06	12.71
140	Dr Jones	Grooming supplies	2024-12-24	197.17
140	Pawerica Pet Store	Grooming supplies	2024-11-01	36.29
140	Pet Group Inc	Grooming supplies	2024-11-27	41.12
141	Pawerica Pet Store	Grooming supplies	2024-11-15	3.56
143	Dr Towers	Grooming supplies	2024-11-15	213.74
145	Dr Towers	Grooming supplies	2024-11-14	141.58
145	Dr Wilson	Grooming supplies	2024-11-14	176.55
146	Canine Learning Centers	Grooming supplies	2024-11-17	34.68
147	TagWorks	Grooming supplies	2024-12-09	54.92
148	Arrieros Pet Shop	Grooming supplies	2024-12-01	74.16
148	Arrieros Pet Shop	Grooming supplies	2025-01-12	29.80
148	Decker's Dog and Cat	Grooming supplies	2024-12-31	41.79
148	Dr Hudson	Grooming supplies	2024-12-26	165.02
148	Dr Jones	Grooming supplies	2024-12-01	201.95
148	Dr Towers	Grooming supplies	2025-01-16	180.02
148	Dr Wilson	Grooming supplies	2025-01-16	66.23
149	Dr Hudson	Grooming supplies	2024-11-25	88.14
150	Canine Learning Centers	Grooming supplies	2024-12-07	2.17
150	Canine Learning Centers	Grooming supplies	2024-12-12	68.89
150	Canine Learning Centers	Grooming supplies	2024-12-20	15.62
150	Dr Arnold	Grooming supplies	2024-12-12	173.70
150	Dr Rozenman	Grooming supplies	2024-12-14	17.26
150	Dr Rozenman	Grooming supplies	2025-01-06	216.68
150	Dr Smith	Grooming supplies	2025-01-06	135.88
150	Dr Towers	Grooming supplies	2024-12-25	99.66
150	Kahoots Pet	Grooming supplies	2024-12-22	13.01
150	Pawerica Pet Store	Grooming supplies	2024-12-20	3.96
150	TagWorks	Grooming supplies	2025-01-04	7.20
150	Unleashed by Petco	Grooming supplies	2024-12-12	8.22
151	Dr Arnold	Grooming supplies	2024-12-22	14.49
151	Dr Hudson	Grooming supplies	2024-12-14	220.73
152	Dr Arnold	Grooming supplies	2024-12-13	30.54
152	Dr Smith	Grooming supplies	2024-12-13	123.97
154	Dr Brown	Grooming supplies	2025-01-03	148.48
154	Dr Wilson	Grooming supplies	2025-01-06	243.29
154	Kahoots Pet	Grooming supplies	2024-12-15	37.41
154	Kahoots Pet	Grooming supplies	2024-12-26	54.45
155	Decker's Dog and Cat	Grooming supplies	2024-12-30	10.54
156	Canine Learning Centers	Grooming supplies	2024-12-18	57.73
159	Arrieros Pet Shop	Grooming supplies	2025-01-27	33.12
159	Dr Brown	Grooming supplies	2025-01-30	265.46
159	Dr Rozenman	Grooming supplies	2025-01-11	93.75
159	Dr Towers	Grooming supplies	2025-01-09	170.11
159	Dr Towers	Grooming supplies	2025-01-30	184.91
162	TagWorks	Grooming supplies	2025-01-26	28.75
164	Dr Brown	Grooming supplies	2025-01-19	249.84
167	Petco	Grooming supplies	2025-01-15	11.51
169	Dr Wilson	Grooming supplies	2025-01-17	16.48
170	Dr Jones	Grooming supplies	2025-01-27	162.84
170	Pet Group Inc	Grooming supplies	2025-01-23	63.86
174	Dr Smith	Grooming supplies	2025-02-15	17.71
174	Pet Group Inc	Grooming supplies	2025-02-07	16.34
174	Pet Kingdom	Grooming supplies	2025-02-03	11.76
177	Canine Learning Centers	Grooming supplies	2025-02-09	65.99
180	Dr Towers	Grooming supplies	2025-02-06	38.47
182	Canine Learning Centers	Grooming supplies	2025-02-18	8.35
182	Dr Wilson	Grooming supplies	2025-02-16	294.71
183	Dr Smith	Grooming supplies	2025-02-27	7.02
184	Arrieros Pet Shop	Grooming supplies	2025-02-27	4.28
184	Dr Smith	Grooming supplies	2025-02-18	221.92
184	Dr Smith	Grooming supplies	2025-02-19	253.35
184	Pet Kingdom	Grooming supplies	2025-02-18	13.13
187	Dr Rozenman	Grooming supplies	2025-02-28	134.56
187	Pawerica Pet Store	Grooming supplies	2025-02-24	3.71
187	Pawerica Pet Store	Grooming supplies	2025-02-25	46.15
187	Unleashed by Petco	Grooming supplies	2025-02-28	3.65
189	Dr Rozenman	Grooming supplies	2025-02-26	7.46
189	Dr Towers	Grooming supplies	2025-02-25	95.32
191	Canine Learning Centers	Grooming supplies	2025-02-28	6.02
6	Decker's Dog and Cat	Leashes, collars, harnesses	2023-10-31	12.92
6	Dr Hudson	Leashes, collars, harnesses	2023-11-30	285.39
6	Dr Towers	Leashes, collars, harnesses	2023-12-20	210.13
6	Dr Towers	Leashes, collars, harnesses	2024-01-17	66.78
6	Pet Group Inc	Leashes, collars, harnesses	2023-10-25	65.63
6	Pet Group Inc	Leashes, collars, harnesses	2024-01-17	68.54
6	Petco	Leashes, collars, harnesses	2024-01-17	2.19
9	Arrieros Pet Shop	Leashes, collars, harnesses	2024-01-27	22.33
9	Dr Smith	Leashes, collars, harnesses	2023-12-11	96.01
9	Dr Smith	Leashes, collars, harnesses	2024-01-27	290.06
9	Unleashed by Petco	Leashes, collars, harnesses	2023-12-11	70.69
14	TagWorks	Leashes, collars, harnesses	2023-11-22	42.12
17	Dr Hudson	Leashes, collars, harnesses	2023-12-04	177.33
20	Dr Jones	Leashes, collars, harnesses	2023-12-12	244.84
21	Dr Rozenman	Leashes, collars, harnesses	2023-12-15	30.37
21	Pawerica Pet Store	Leashes, collars, harnesses	2023-12-29	1.55
21	Pet Group Inc	Leashes, collars, harnesses	2024-01-30	18.46
21	Pet Kingdom	Leashes, collars, harnesses	2024-02-08	14.91
21	Unleashed by Petco	Leashes, collars, harnesses	2024-01-30	34.94
23	Dr Arnold	Leashes, collars, harnesses	2024-02-01	76.33
23	Dr Hudson	Leashes, collars, harnesses	2024-02-01	102.66
23	Dr Smith	Leashes, collars, harnesses	2023-12-25	199.52
23	Dr Smith	Leashes, collars, harnesses	2024-01-21	22.62
23	Dr Wilson	Leashes, collars, harnesses	2024-01-21	203.70
29	Unleashed by Petco	Leashes, collars, harnesses	2024-01-05	20.86
35	Dr Arnold	Leashes, collars, harnesses	2024-02-01	139.62
41	Arrieros Pet Shop	Leashes, collars, harnesses	2024-02-28	22.13
43	TagWorks	Leashes, collars, harnesses	2024-02-23	38.46
45	Dr Jones	Leashes, collars, harnesses	2024-02-09	248.61
45	Pet Group Inc	Leashes, collars, harnesses	2024-03-30	43.56
46	Dr Smith	Leashes, collars, harnesses	2024-02-20	31.86
48	Pet Group Inc	Leashes, collars, harnesses	2024-02-29	17.39
49	Pawerica Pet Store	Leashes, collars, harnesses	2024-02-14	19.16
49	Petco	Leashes, collars, harnesses	2024-02-28	59.93
51	Dr Rozenman	Leashes, collars, harnesses	2024-03-27	73.44
51	Dr Wilson	Leashes, collars, harnesses	2024-02-21	241.65
54	Dr Smith	Leashes, collars, harnesses	2024-03-12	189.14
55	Dr Brown	Leashes, collars, harnesses	2024-02-27	87.48
57	Dr Jones	Leashes, collars, harnesses	2024-03-28	74.89
58	TagWorks	Leashes, collars, harnesses	2024-04-08	18.59
58	Unleashed by Petco	Leashes, collars, harnesses	2024-03-12	47.23
59	Dr Arnold	Leashes, collars, harnesses	2024-03-16	32.82
59	Dr Arnold	Leashes, collars, harnesses	2024-04-06	230.68
59	Kahoots Pet	Leashes, collars, harnesses	2024-04-30	66.44
59	Unleashed by Petco	Leashes, collars, harnesses	2024-04-30	3.14
60	Arrieros Pet Shop	Leashes, collars, harnesses	2024-03-15	23.76
60	Dr Towers	Leashes, collars, harnesses	2024-03-15	6.66
61	Arrieros Pet Shop	Leashes, collars, harnesses	2024-03-30	61.24
61	Kahoots Pet	Leashes, collars, harnesses	2024-03-22	14.02
61	TagWorks	Leashes, collars, harnesses	2024-03-22	17.30
63	Dr Arnold	Leashes, collars, harnesses	2024-04-04	245.69
66	Dr Brown	Leashes, collars, harnesses	2024-04-25	50.06
69	Canine Learning Centers	Leashes, collars, harnesses	2024-04-12	41.24
72	Decker's Dog and Cat	Leashes, collars, harnesses	2024-05-23	24.85
72	Dr Jones	Leashes, collars, harnesses	2024-06-07	49.46
75	Dr Wilson	Leashes, collars, harnesses	2024-05-15	268.85
78	Kahoots Pet	Leashes, collars, harnesses	2024-05-20	60.17
79	Dr Jones	Leashes, collars, harnesses	2024-05-17	245.84
79	Pet Group Inc	Leashes, collars, harnesses	2024-05-17	21.54
80	Dr Hudson	Leashes, collars, harnesses	2024-05-21	36.40
80	Unleashed by Petco	Leashes, collars, harnesses	2024-05-25	44.71
80	Unleashed by Petco	Leashes, collars, harnesses	2024-06-26	53.45
81	Dr Smith	Leashes, collars, harnesses	2024-06-29	225.06
81	Petco	Leashes, collars, harnesses	2024-05-23	24.33
86	Pet Group Inc	Leashes, collars, harnesses	2024-06-06	44.58
88	Dr Hudson	Leashes, collars, harnesses	2024-07-06	116.47
88	Dr Towers	Leashes, collars, harnesses	2024-06-12	112.09
88	Dr Wilson	Leashes, collars, harnesses	2024-07-06	9.72
88	Pet Kingdom	Leashes, collars, harnesses	2024-06-19	41.92
90	Kahoots Pet	Leashes, collars, harnesses	2024-07-08	39.36
91	Canine Learning Centers	Leashes, collars, harnesses	2024-06-16	18.91
91	Pawerica Pet Store	Leashes, collars, harnesses	2024-06-19	48.61
93	Kahoots Pet	Leashes, collars, harnesses	2024-06-24	34.26
95	Arrieros Pet Shop	Leashes, collars, harnesses	2024-08-06	2.27
95	Canine Learning Centers	Leashes, collars, harnesses	2024-07-15	9.89
95	Dr Brown	Leashes, collars, harnesses	2024-06-29	213.52
95	Dr Jones	Leashes, collars, harnesses	2024-08-10	42.85
95	Dr Rozenman	Leashes, collars, harnesses	2024-07-15	1.50
95	Dr Rozenman	Leashes, collars, harnesses	2024-08-16	214.20
95	TagWorks	Leashes, collars, harnesses	2024-07-24	72.24
96	Pet Group Inc	Leashes, collars, harnesses	2024-07-02	23.99
100	Dr Hudson	Leashes, collars, harnesses	2024-07-22	288.72
101	Petco	Leashes, collars, harnesses	2024-07-21	11.87
103	Dr Wilson	Leashes, collars, harnesses	2024-08-04	189.72
104	Dr Wilson	Leashes, collars, harnesses	2024-08-22	16.04
104	Kahoots Pet	Leashes, collars, harnesses	2024-09-15	14.42
104	Pawerica Pet Store	Leashes, collars, harnesses	2024-08-28	22.79
104	Unleashed by Petco	Leashes, collars, harnesses	2024-09-13	21.45
106	Canine Learning Centers	Leashes, collars, harnesses	2024-08-03	15.22
106	Dr Rozenman	Leashes, collars, harnesses	2024-09-20	182.13
106	Dr Towers	Leashes, collars, harnesses	2024-12-27	194.25
106	Dr Wilson	Leashes, collars, harnesses	2024-12-23	44.12
106	Kahoots Pet	Leashes, collars, harnesses	2024-08-25	15.27
106	TagWorks	Leashes, collars, harnesses	2024-10-01	22.59
110	Decker's Dog and Cat	Leashes, collars, harnesses	2024-08-04	12.55
112	Dr Towers	Leashes, collars, harnesses	2024-08-12	48.82
113	Arrieros Pet Shop	Leashes, collars, harnesses	2024-09-19	17.99
113	Canine Learning Centers	Leashes, collars, harnesses	2024-08-14	63.41
113	Dr Arnold	Leashes, collars, harnesses	2024-09-12	171.37
113	Dr Hudson	Leashes, collars, harnesses	2024-09-19	92.50
113	Dr Jones	Leashes, collars, harnesses	2024-08-14	289.17
113	Dr Smith	Leashes, collars, harnesses	2024-08-14	18.84
113	Pawerica Pet Store	Leashes, collars, harnesses	2024-08-27	24.03
113	Unleashed by Petco	Leashes, collars, harnesses	2024-09-19	22.29
115	Arrieros Pet Shop	Leashes, collars, harnesses	2024-08-16	8.77
115	Dr Arnold	Leashes, collars, harnesses	2024-09-02	222.05
115	Dr Brown	Leashes, collars, harnesses	2024-08-27	76.44
115	Dr Brown	Leashes, collars, harnesses	2024-09-02	90.26
115	Pet Group Inc	Leashes, collars, harnesses	2024-08-16	22.69
115	Unleashed by Petco	Leashes, collars, harnesses	2024-09-02	5.08
116	Dr Brown	Leashes, collars, harnesses	2024-08-17	168.44
116	Pawerica Pet Store	Leashes, collars, harnesses	2024-08-17	14.00
116	Pawerica Pet Store	Leashes, collars, harnesses	2024-08-23	42.04
121	Kahoots Pet	Leashes, collars, harnesses	2024-08-27	8.53
122	Canine Learning Centers	Leashes, collars, harnesses	2024-09-11	19.71
122	Dr Hudson	Leashes, collars, harnesses	2024-08-30	149.30
122	Dr Towers	Leashes, collars, harnesses	2024-09-05	3.43
122	Pawerica Pet Store	Leashes, collars, harnesses	2024-09-16	16.17
122	Pet Group Inc	Leashes, collars, harnesses	2024-09-26	8.03
124	Arrieros Pet Shop	Leashes, collars, harnesses	2024-11-09	5.32
124	Canine Learning Centers	Leashes, collars, harnesses	2024-09-25	1.71
124	Dr Wilson	Leashes, collars, harnesses	2024-09-22	146.99
124	Pawerica Pet Store	Leashes, collars, harnesses	2024-10-04	3.71
126	Decker's Dog and Cat	Leashes, collars, harnesses	2024-12-06	11.19
126	Dr Rozenman	Leashes, collars, harnesses	2024-10-07	179.17
126	Dr Towers	Leashes, collars, harnesses	2024-11-26	16.14
126	Pet Kingdom	Leashes, collars, harnesses	2024-12-08	19.85
126	Unleashed by Petco	Leashes, collars, harnesses	2024-10-27	21.64
130	Pet Group Inc	Leashes, collars, harnesses	2024-10-15	37.47
131	Dr Hudson	Leashes, collars, harnesses	2024-10-05	55.81
131	Kahoots Pet	Leashes, collars, harnesses	2024-11-01	67.16
132	Dr Arnold	Leashes, collars, harnesses	2024-10-11	250.83
132	Dr Jones	Leashes, collars, harnesses	2024-10-11	90.75
134	Pet Kingdom	Leashes, collars, harnesses	2024-11-04	8.34
134	TagWorks	Leashes, collars, harnesses	2024-10-29	16.22
138	Dr Jones	Leashes, collars, harnesses	2024-10-23	97.01
139	Kahoots Pet	Leashes, collars, harnesses	2024-10-27	9.48
140	Dr Hudson	Leashes, collars, harnesses	2024-12-06	163.65
140	Dr Smith	Leashes, collars, harnesses	2024-10-28	242.89
140	Dr Smith	Leashes, collars, harnesses	2024-11-13	259.91
140	Dr Smith	Leashes, collars, harnesses	2025-01-04	79.45
140	Dr Towers	Leashes, collars, harnesses	2024-10-28	230.50
140	Dr Towers	Leashes, collars, harnesses	2024-11-25	141.37
140	Kahoots Pet	Leashes, collars, harnesses	2024-11-22	3.96
143	Petco	Leashes, collars, harnesses	2024-11-07	65.46
144	Canine Learning Centers	Leashes, collars, harnesses	2024-11-17	7.18
147	Decker's Dog and Cat	Leashes, collars, harnesses	2024-12-13	4.29
147	Dr Jones	Leashes, collars, harnesses	2024-12-01	223.30
148	Canine Learning Centers	Leashes, collars, harnesses	2025-01-16	38.86
150	Dr Arnold	Leashes, collars, harnesses	2024-12-26	53.55
150	Dr Wilson	Leashes, collars, harnesses	2024-12-18	94.78
150	Pet Group Inc	Leashes, collars, harnesses	2024-12-18	22.48
151	Dr Brown	Leashes, collars, harnesses	2024-12-14	89.26
151	Dr Hudson	Leashes, collars, harnesses	2024-12-22	144.97
152	Pet Kingdom	Leashes, collars, harnesses	2024-12-13	20.05
153	Pawerica Pet Store	Leashes, collars, harnesses	2024-12-21	9.55
154	Arrieros Pet Shop	Leashes, collars, harnesses	2024-12-26	53.80
154	Dr Jones	Leashes, collars, harnesses	2024-12-15	204.94
154	Dr Towers	Leashes, collars, harnesses	2024-12-27	157.45
154	Pawerica Pet Store	Leashes, collars, harnesses	2025-01-03	20.31
155	Dr Towers	Leashes, collars, harnesses	2024-12-19	145.78
159	Dr Hudson	Leashes, collars, harnesses	2025-01-30	215.58
160	Dr Towers	Leashes, collars, harnesses	2025-01-03	267.75
161	Dr Towers	Leashes, collars, harnesses	2025-01-10	214.58
161	Dr Wilson	Leashes, collars, harnesses	2025-01-05	82.34
162	Arrieros Pet Shop	Leashes, collars, harnesses	2025-01-26	14.48
162	Canine Learning Centers	Leashes, collars, harnesses	2025-01-07	20.54
162	Pawerica Pet Store	Leashes, collars, harnesses	2025-02-06	55.88
162	Unleashed by Petco	Leashes, collars, harnesses	2025-01-07	51.29
163	Dr Rozenman	Leashes, collars, harnesses	2025-01-14	264.93
163	Dr Smith	Leashes, collars, harnesses	2025-01-19	148.16
163	Dr Towers	Leashes, collars, harnesses	2025-01-12	254.74
164	Decker's Dog and Cat	Leashes, collars, harnesses	2025-01-19	73.32
164	Pawerica Pet Store	Leashes, collars, harnesses	2025-01-24	17.99
164	Pet Group Inc	Leashes, collars, harnesses	2025-01-19	29.64
166	Canine Learning Centers	Leashes, collars, harnesses	2025-01-13	11.89
166	Pawerica Pet Store	Leashes, collars, harnesses	2025-01-14	23.99
166	Pet Kingdom	Leashes, collars, harnesses	2025-01-13	30.94
167	Unleashed by Petco	Leashes, collars, harnesses	2025-01-20	5.97
168	Dr Wilson	Leashes, collars, harnesses	2025-01-16	40.32
170	Unleashed by Petco	Leashes, collars, harnesses	2025-01-22	45.84
171	Petco	Leashes, collars, harnesses	2025-01-20	67.90
174	Dr Arnold	Leashes, collars, harnesses	2025-02-03	122.97
174	Dr Smith	Leashes, collars, harnesses	2025-02-18	180.89
174	Pet Group Inc	Leashes, collars, harnesses	2025-02-19	14.99
175	Dr Jones	Leashes, collars, harnesses	2025-02-03	277.97
181	Pet Kingdom	Leashes, collars, harnesses	2025-02-11	1.09
182	Kahoots Pet	Leashes, collars, harnesses	2025-02-17	11.13
182	Kahoots Pet	Leashes, collars, harnesses	2025-02-18	7.70
182	TagWorks	Leashes, collars, harnesses	2025-02-14	13.49
182	TagWorks	Leashes, collars, harnesses	2025-02-18	56.70
183	Decker's Dog and Cat	Leashes, collars, harnesses	2025-02-16	23.43
183	Dr Hudson	Leashes, collars, harnesses	2025-02-27	120.59
183	Pawerica Pet Store	Leashes, collars, harnesses	2025-02-26	14.42
183	Pet Kingdom	Leashes, collars, harnesses	2025-02-25	15.42
183	Petco	Leashes, collars, harnesses	2025-03-01	14.09
183	TagWorks	Leashes, collars, harnesses	2025-02-19	59.89
184	Dr Hudson	Leashes, collars, harnesses	2025-02-18	276.44
184	Dr Jones	Leashes, collars, harnesses	2025-02-22	281.74
184	Dr Smith	Leashes, collars, harnesses	2025-02-25	212.78
184	Pet Kingdom	Leashes, collars, harnesses	2025-02-19	14.69
184	Petco	Leashes, collars, harnesses	2025-02-25	62.41
185	Decker's Dog and Cat	Leashes, collars, harnesses	2025-02-19	1.64
187	Arrieros Pet Shop	Leashes, collars, harnesses	2025-02-20	13.67
187	Pet Kingdom	Leashes, collars, harnesses	2025-02-25	18.15
188	Unleashed by Petco	Leashes, collars, harnesses	2025-02-23	71.07
6	Dr Arnold	Medications	2023-12-20	14.36
6	Pet Group Inc	Medications	2023-11-18	16.80
6	Pet Group Inc	Medications	2023-12-20	11.26
6	TagWorks	Medications	2023-12-14	1.72
9	Arrieros Pet Shop	Medications	2023-12-11	72.34
9	Canine Learning Centers	Medications	2024-01-27	24.18
9	Pawerica Pet Store	Medications	2023-12-11	63.57
17	Dr Arnold	Medications	2023-12-04	248.29
17	Pet Kingdom	Medications	2023-12-04	21.40
21	Dr Smith	Medications	2023-12-23	93.75
21	Dr Towers	Medications	2023-12-15	266.58
23	Dr Jones	Medications	2024-02-01	219.79
23	Kahoots Pet	Medications	2024-02-01	10.37
23	Pawerica Pet Store	Medications	2023-12-25	23.30
23	Petco	Medications	2023-12-21	3.17
25	Dr Brown	Medications	2023-12-25	223.78
25	Kahoots Pet	Medications	2023-12-25	6.27
27	Pet Kingdom	Medications	2024-01-21	51.28
28	Dr Smith	Medications	2023-12-29	151.80
29	Decker's Dog and Cat	Medications	2024-01-10	7.45
33	Decker's Dog and Cat	Medications	2024-01-20	44.51
33	Unleashed by Petco	Medications	2024-01-10	8.03
35	Dr Smith	Medications	2024-01-20	273.71
40	Pet Kingdom	Medications	2024-02-01	35.13
41	Dr Smith	Medications	2024-02-21	57.86
43	Arrieros Pet Shop	Medications	2024-02-10	5.98
43	Dr Brown	Medications	2024-02-10	36.66
44	Dr Towers	Medications	2024-02-07	156.69
44	Kahoots Pet	Medications	2024-02-06	64.00
45	Dr Brown	Medications	2024-04-22	24.35
45	Unleashed by Petco	Medications	2024-05-07	6.95
49	Dr Brown	Medications	2024-03-02	236.01
49	Dr Rozenman	Medications	2024-02-14	5.40
49	Pawerica Pet Store	Medications	2024-03-16	66.27
51	Petco	Medications	2024-03-27	8.45
55	Dr Arnold	Medications	2024-03-20	299.60
57	Unleashed by Petco	Medications	2024-03-04	13.62
59	Dr Jones	Medications	2024-04-05	246.74
59	Dr Towers	Medications	2024-04-21	206.34
59	Dr Wilson	Medications	2024-03-07	42.52
59	TagWorks	Medications	2024-04-05	38.01
61	Petco	Medications	2024-03-22	26.97
63	Petco	Medications	2024-04-04	14.96
64	Kahoots Pet	Medications	2024-04-04	74.93
66	Dr Brown	Medications	2024-04-13	57.64
66	Dr Smith	Medications	2024-05-06	249.70
66	Pet Group Inc	Medications	2024-05-06	46.70
67	Dr Arnold	Medications	2024-04-23	166.62
71	Decker's Dog and Cat	Medications	2024-04-24	14.84
72	Petco	Medications	2024-06-07	43.06
76	Dr Jones	Medications	2024-05-10	267.55
78	Canine Learning Centers	Medications	2024-05-20	17.57
79	Dr Wilson	Medications	2024-05-17	93.87
80	Canine Learning Centers	Medications	2024-05-21	1.99
80	Pawerica Pet Store	Medications	2024-07-15	47.13
80	Unleashed by Petco	Medications	2024-06-13	34.27
81	Unleashed by Petco	Medications	2024-06-10	0.91
81	Unleashed by Petco	Medications	2024-07-29	2.50
85	Dr Wilson	Medications	2024-06-09	270.91
85	Dr Wilson	Medications	2024-06-19	152.93
88	Petco	Medications	2024-06-19	24.55
90	Arrieros Pet Shop	Medications	2024-07-08	1.72
91	Pawerica Pet Store	Medications	2024-06-16	6.10
92	Dr Smith	Medications	2024-07-18	95.60
93	Arrieros Pet Shop	Medications	2024-06-19	10.14
93	Dr Brown	Medications	2024-06-24	21.86
95	Arrieros Pet Shop	Medications	2024-08-10	49.49
95	Decker's Dog and Cat	Medications	2024-07-24	35.65
95	Dr Smith	Medications	2024-08-16	219.48
95	TagWorks	Medications	2024-08-16	70.80
95	Unleashed by Petco	Medications	2024-08-16	48.39
96	Dr Jones	Medications	2024-07-02	96.05
98	Canine Learning Centers	Medications	2024-07-17	38.22
98	Dr Arnold	Medications	2024-07-17	121.35
98	Pawerica Pet Store	Medications	2024-07-09	19.89
101	Decker's Dog and Cat	Medications	2024-07-18	70.21
101	Dr Wilson	Medications	2024-07-19	68.26
101	Pawerica Pet Store	Medications	2024-07-21	41.85
104	Dr Hudson	Medications	2024-09-13	62.20
104	Dr Wilson	Medications	2024-09-07	275.57
104	Unleashed by Petco	Medications	2024-08-01	6.29
106	Arrieros Pet Shop	Medications	2024-12-30	18.92
106	Canine Learning Centers	Medications	2024-10-25	17.80
106	Dr Arnold	Medications	2024-09-19	287.60
106	Dr Jones	Medications	2025-01-09	107.51
106	Dr Wilson	Medications	2024-12-27	60.74
106	Pet Kingdom	Medications	2024-10-01	30.31
106	Petco	Medications	2024-10-25	8.69
110	Canine Learning Centers	Medications	2024-08-04	4.61
110	Dr Rozenman	Medications	2024-08-04	16.11
110	Kahoots Pet	Medications	2024-08-04	15.68
111	TagWorks	Medications	2024-08-16	4.08
112	Pet Kingdom	Medications	2024-08-14	21.86
113	Pawerica Pet Store	Medications	2024-09-12	21.09
113	Petco	Medications	2024-08-27	24.31
113	Petco	Medications	2024-09-16	11.46
116	Dr Rozenman	Medications	2024-09-06	66.62
118	Dr Arnold	Medications	2024-08-18	177.96
121	Pet Kingdom	Medications	2024-08-24	14.79
121	Pet Kingdom	Medications	2024-08-27	20.74
122	Dr Brown	Medications	2024-09-11	15.66
122	Dr Hudson	Medications	2024-08-26	204.30
122	Kahoots Pet	Medications	2024-09-01	23.07
122	Petco	Medications	2024-09-16	11.67
122	TagWorks	Medications	2024-08-30	7.09
124	Dr Brown	Medications	2024-11-01	84.31
124	Dr Rozenman	Medications	2024-11-09	151.18
124	Dr Wilson	Medications	2024-10-26	263.01
124	Pet Kingdom	Medications	2024-09-22	22.25
126	Arrieros Pet Shop	Medications	2024-09-10	23.73
126	Canine Learning Centers	Medications	2024-09-19	71.81
126	Dr Arnold	Medications	2024-10-21	76.24
126	Dr Towers	Medications	2024-11-25	129.81
126	Kahoots Pet	Medications	2024-12-06	64.60
126	Pet Group Inc	Medications	2024-10-21	11.80
126	Pet Kingdom	Medications	2024-10-02	17.21
126	Pet Kingdom	Medications	2024-12-06	46.85
126	Petco	Medications	2024-09-23	25.46
126	Petco	Medications	2024-10-21	34.55
126	Petco	Medications	2024-11-25	14.23
126	TagWorks	Medications	2024-10-27	22.29
128	Dr Wilson	Medications	2024-09-23	158.85
131	Dr Brown	Medications	2024-10-05	155.86
131	Dr Hudson	Medications	2024-10-27	275.54
131	Petco	Medications	2024-10-05	65.74
132	Decker's Dog and Cat	Medications	2024-11-14	33.66
132	Dr Arnold	Medications	2024-10-07	277.94
132	Pet Kingdom	Medications	2024-10-22	55.34
132	Petco	Medications	2024-11-14	5.73
133	Dr Jones	Medications	2024-10-08	57.87
134	Pet Kingdom	Medications	2024-10-29	10.80
140	Canine Learning Centers	Medications	2024-12-02	73.92
140	Dr Arnold	Medications	2024-11-01	82.91
140	Dr Arnold	Medications	2024-11-27	10.36
140	Dr Arnold	Medications	2024-12-12	246.01
140	Dr Arnold	Medications	2024-12-24	245.51
140	Dr Rozenman	Medications	2024-11-13	290.67
140	Dr Wilson	Medications	2024-11-27	106.25
140	Petco	Medications	2025-01-04	24.78
142	Decker's Dog and Cat	Medications	2024-11-07	4.89
